"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms","Hop_11_IP","Hop_11_Latency_ms","Hop_12_IP","Hop_12_Latency_ms","Hop_13_IP","Hop_13_Latency_ms","Hop_14_IP","Hop_14_Latency_ms","Hop_15_IP","Hop_15_Latency_ms","Hop_16_IP","Hop_16_Latency_ms","Hop_17_IP","Hop_17_Latency_ms","Hop_18_IP","Hop_18_Latency_ms","Hop_19_IP","Hop_19_Latency_ms","Hop_20_IP","Hop_20_Latency_ms","Hop_21_IP","Hop_21_Latency_ms","Hop_22_IP","Hop_22_Latency_ms","Hop_23_IP","Hop_23_Latency_ms"
"2025-10-29 03:18:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","27","True","100","Excelente","165.225.214.105","16","165.225.214.3","16","8.243.34.13","22","200.189.212.154","30","8.243.145.162","18","*","0","142.251.196.190","44","216.239.62.44","15","142.251.135.238","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:21:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","32","True","100","Excelente","165.225.214.105","17","165.225.214.3","17","8.243.34.13","18","200.189.212.154","25","8.243.145.162","17","*","0","209.85.249.36","22","142.251.229.197","22","142.251.255.53","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:24:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","93","True","100","Excelente","165.225.214.105","20","165.225.214.3","15","8.243.34.13","19","200.189.212.154","48","8.243.145.162","17","*","0","192.178.253.78","23","216.239.62.44","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:27:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","30","True","100","Excelente","165.225.214.105","17","165.225.214.3","16","8.243.34.13","33","200.189.212.154","26","8.243.145.162","16","*","0","108.170.248.4","18","142.251.229.197","19","142.251.135.238","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:30:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","31","True","100","Excelente","165.225.214.105","21","165.225.214.3","20","8.243.34.13","22","200.189.212.154","30","8.243.145.162","19","*","0","172.253.53.126","43","142.251.230.87","53","209.85.253.1","20","142.251.135.238","19","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:33:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","88","True","100","Excelente","165.225.214.105","18","165.225.214.3","16","8.243.34.13","18","*","0","8.243.145.162","21","*","0","108.170.248.12","81","142.251.255.52","24","142.250.78.110","24","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:36:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","34","True","100","Excelente","165.225.214.105","28","165.225.214.3","16","8.243.34.13","17","200.189.212.154","20","8.243.145.162","18","*","0","192.178.253.72","20","142.251.255.52","18","192.178.84.55","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:39:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","18","True","100","Excelente","165.225.214.105","18","165.225.214.3","15","8.243.34.13","30","200.189.213.6","20","8.243.145.162","29","*","0","108.170.238.180","57","192.178.240.77","17","142.250.78.110","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:42:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","68","True","100","Excelente","165.225.214.105","24","165.225.214.3","16","8.243.34.13","30","200.189.213.6","18","8.243.145.162","16","*","0","209.85.245.66","20","209.85.249.16","20","192.178.84.179","23","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:45:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","28","True","100","Excelente","165.225.214.105","17","165.225.214.3","16","8.243.34.13","24","200.189.212.154","35","8.243.145.162","20","*","0","142.250.230.116","21","192.178.110.169","16","172.217.29.142","43","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:48:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","26","True","100","Excelente","165.225.214.105","21","165.225.214.3","18","8.243.34.13","19","200.189.212.154","44","8.243.145.162","20","*","0","108.170.238.180","64","192.178.110.169","17","216.239.59.19","103","172.217.29.142","16","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:51:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","93","True","100","Excelente","165.225.214.105","33","165.225.214.3","17","8.243.34.13","23","200.189.212.154","35","8.243.145.162","18","*","0","108.170.248.6","20","192.178.253.81","19","172.217.172.174","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:54:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","29","True","100","Excelente","165.225.214.105","30","165.225.214.3","16","8.243.34.13","21","200.189.212.154","22","8.243.145.162","19","*","0","142.250.208.12","22","192.178.253.81","22","142.251.255.13","32","172.217.172.174","17","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 03:57:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","35","True","100","Excelente","165.225.214.105","19","165.225.214.3","17","8.243.34.13","20","*","0","8.243.145.162","17","*","0","172.253.76.48","20","192.178.84.58","42","172.217.172.46","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:00:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","27","True","100","Excelente","165.225.214.105","19","165.225.214.3","22","8.243.34.13","21","200.189.213.6","22","8.243.145.162","21","*","0","172.253.78.32","39","172.217.172.46","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:03:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","25","True","100","Excelente","165.225.214.105","30","165.225.214.3","15","8.243.34.13","31","200.189.213.6","20","8.243.145.162","19","*","0","192.178.105.220","18","216.239.62.44","19","172.217.172.46","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:06:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","80","True","100","Excelente","165.225.214.105","17","165.225.214.3","17","8.243.34.13","18","*","0","8.243.145.162","17","*","0","209.85.245.66","20","192.178.110.189","18","216.239.62.45","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:09:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","29","True","100","Excelente","165.225.214.105","37","165.225.214.3","21","8.243.34.13","28","200.189.212.154","33","8.243.145.162","21","*","0","192.178.253.68","23","192.178.110.191","19","172.217.29.206","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:12:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","35","True","100","Excelente","165.225.214.105","19","165.225.214.3","25","8.243.34.13","18","200.189.213.6","24","8.243.145.162","18","*","0","142.250.238.248","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:15:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","30","True","100","Excelente","165.225.214.105","26","165.225.214.3","16","8.243.34.13","24","200.189.213.6","32","8.243.145.162","18","*","0","192.178.253.80","22","142.251.252.158","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:18:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","30","True","100","Excelente","165.225.214.105","17","165.225.214.3","19","8.243.34.13","16","200.189.212.154","22","8.243.145.162","26","*","0","192.178.240.76","76","142.251.255.52","16","216.239.62.45","42","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:21:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","64","True","100","Excelente","165.225.214.105","31","165.225.214.3","20","8.243.34.13","22","200.189.212.154","37","8.243.145.162","18","*","0","142.251.79.106","21","192.178.253.65","15","209.85.249.17","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:24:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","30","True","100","Excelente","165.225.214.105","31","165.225.214.3","15","8.243.34.13","26","*","0","8.243.145.162","17","*","0","209.85.251.12","20","192.178.253.65","19","209.85.253.1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:27:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","76","True","100","Excelente","165.225.214.105","15","165.225.214.3","23","8.243.34.13","22","*","0","8.243.145.162","23","*","0","192.178.110.176","17","192.178.253.67","18","142.251.252.159","42","192.178.253.67","17","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:30:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","85","True","100","Excelente","165.225.214.105","17","165.225.214.3","18","8.243.34.13","28","*","0","8.243.145.162","27","*","0","108.170.248.6","52","209.85.251.82","19","192.178.84.59","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:33:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","29","True","100","Excelente","165.225.214.105","18","165.225.214.3","17","8.243.34.13","18","200.189.212.154","25","8.243.145.162","19","*","0","209.85.245.66","22","192.178.240.77","20","142.250.78.110","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:36:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","53","True","100","Excelente","165.225.214.105","16","165.225.214.3","16","8.243.34.13","15","200.189.212.154","18","8.243.145.162","16","*","0","192.178.110.240","29","142.251.255.12","18","216.239.56.209","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:39:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","152","True","70","Bom","165.225.214.105","18","165.225.214.3","19","8.243.34.13","19","200.189.212.154","38","8.243.145.162","20","*","0","192.178.110.172","19","192.178.110.203","16","172.217.30.78","29","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 04:42:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","27","True","100","Excelente","165.225.214.105","17","165.225.214.3","19","8.243.34.13","19","200.189.212.154","18","8.243.145.162","17","*","0","172.217.30.78","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 05:01:25","ISAAC-NYK799D6XT","viniciussantos1","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","114","True","78","Bom","*","0","*","0","*","0","*","0","*","0","*","0","192.178.253.80","18","209.85.251.82","17","216.239.56.209","22","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","142.250.219.206","17","","","","","","","",""
"2025-10-29 05:19:54","ISAAC-NYK799D6XT","viniciussantos1","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","103","True","80","Bom","*","0","*","0","*","0","*","0","*","0","*","0","192.178.253.74","37","142.251.79.107","17","*","0","142.250.208.13","15","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","","","","","","","",""
"2025-10-29 05:21:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","34","True","100","Excelente","165.225.214.105","16","165.225.214.3","21","8.243.34.13","21","200.189.212.154","21","8.243.145.162","18","*","0","108.170.241.54","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 06:12:11","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.95","ZSCALER, INC.","165.225.214.95","meet.google.com","74","True","100","Excelente","192.168.0.1","5","10.35.60.1","13","201.6.72.9","16","201.6.64.196","17","*","0","*","0","192.178.110.182","18","209.85.244.85","16","*","0","*","0","*","0","*","0","*","0","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 06:48:34","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","85","True","100","Excelente","165.225.214.105","34","165.225.214.3","15","8.243.34.13","23","200.189.212.154","21","8.243.145.162","19","*","0","192.178.110.180","18","216.239.56.208","80","142.251.252.159","15","172.217.172.142","15","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 07:38:52","ISAAC-NYK799D6XT","viniciussantos1","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","137","True","73","Bom","*","0","*","0","201.6.72.9","88","201.6.64.196","31","*","0","*","0","72.14.237.56","64","172.253.53.127","15","*","0","172.253.53.125","19","*","0","*","0","*","0","*","0","*","0","*","0","*","0","172.217.172.142","16","","","","","","","","","",""
"2025-10-29 08:15:21","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","118","True","77","Bom","165.225.214.105","34","165.225.214.3","15","8.243.34.13","24","200.189.212.154","18","8.243.145.162","19","*","0","209.85.252.160","20","209.85.253.0","24","192.178.84.179","20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:40:55","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","56","True","100","Excelente","165.225.214.105","40","165.225.214.3","34","8.243.34.13","25","200.189.212.154","33","8.243.145.162","31","*","0","192.178.253.80","21","108.170.248.7","44","192.178.84.55","33","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:42:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","20","True","100","Excelente","165.225.214.105","26","165.225.214.3","17","8.243.34.13","20","*","0","8.243.145.162","19","*","0","192.178.110.202","22","142.251.252.158","20","142.251.133.46","33","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:45:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","25","True","100","Excelente","165.225.214.105","15","165.225.214.3","16","8.243.34.13","21","200.189.213.6","23","8.243.145.162","21","*","0","209.85.245.66","20","142.251.133.46","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:48:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","119","True","77","Bom","165.225.214.105","19","165.225.214.3","15","8.243.34.13","22","*","0","8.243.145.162","24","*","0","192.178.110.242","20","142.250.237.131","21","172.217.30.110","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:51:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","33","True","100","Excelente","165.225.214.105","16","165.225.214.3","16","8.243.34.13","18","200.189.212.154","42","8.243.145.162","22","*","0","192.178.110.172","20","142.250.237.131","16","209.85.249.17","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:54:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","25","True","100","Excelente","165.225.214.105","15","165.225.214.3","19","8.243.34.13","24","200.189.212.154","23","8.243.145.162","26","*","0","142.250.238.248","49","192.178.84.180","46","172.217.30.110","21","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 08:57:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","140","True","72","Bom","165.225.214.105","27","165.225.214.3","23","8.243.34.13","16","200.189.212.154","40","8.243.145.162","16","*","0","108.170.238.180","34","142.251.255.52","23","192.178.84.59","18","108.170.248.5","27","172.217.29.46","18","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:00:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","20","True","100","Excelente","165.225.214.105","22","165.225.214.3","14","8.243.34.13","34","*","0","8.243.145.162","22","*","0","209.85.251.12","35","108.170.248.5","64","172.217.29.46","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:03:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","26","True","100","Excelente","165.225.214.105","27","165.225.214.3","29","8.243.34.13","22","*","0","8.243.145.162","19","*","0","108.170.248.212","28","142.251.255.6","22","192.178.84.179","25","172.217.29.46","19","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:06:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","59","True","100","Excelente","165.225.214.105","20","165.225.214.3","17","8.243.34.13","16","*","0","8.243.145.162","17","*","0","172.253.53.126","35","172.253.53.121","19","172.217.30.238","25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:09:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","32","True","100","Excelente","165.225.214.105","19","165.225.214.3","27","8.243.34.13","20","200.189.212.154","48","8.243.145.162","18","*","0","108.170.248.4","49","172.217.30.238","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:12:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","87","True","100","Excelente","165.225.214.105","21","165.225.214.3","19","8.243.34.13","16","200.189.212.154","53","8.243.145.162","31","*","0","72.14.237.56","22","192.178.253.71","16","172.217.162.174","25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:15:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","29","True","100","Excelente","165.225.214.105","25","165.225.214.3","19","8.243.34.13","23","200.189.212.154","41","8.243.145.162","35","*","0","172.253.53.122","21","216.239.56.208","26","142.251.255.7","20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:15:00","ARCO-C02HD02FQ05F","lucas.silva","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","66","True","100","Excelente","10.50.112.1","7","*","0","201.61.35.194","6","*","0","*","0","*","0","192.178.110.180","6","192.178.84.180","6","172.217.172.142","5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:18:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","40","True","100","Excelente","165.225.214.99","17","165.225.214.3","15","8.243.34.13","29","*","0","8.243.145.162","17","*","0","192.178.110.188","17","209.85.251.82","16","142.250.78.110","21","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-29 09:18:00","ARCO-C02HD02FQ05F","lucas.silva","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","29","True","100","Excelente","10.50.112.1","5","*","0","201.61.35.194","5","*","0","*","0","*","0","142.251.48.34","7","172.253.53.125","6","209.85.253.1","5","172.217.172.142","6","","","","","","","","","","","","","","","","","","","","","","","","","",""
